39,  State-gov,  Bachelors,  Never-married,  Adm-clerical,  White,  Male,  United-States, 92579
46,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 43559
53,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 188979
17,  Private,  11th,  Never-married,  Sales,  White,  Female,  United-States, 92919
29,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 118274
41,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 166598
45,  Private,  Some-college,  Divorced,  Tech-support,  Black,  Female,  Trinadad&Tobago, 51110
57,  Private,  Some-college,  Divorced,  Exec-managerial,  White,  Female,  United-States, 105196
30,  Federal-gov,  Bachelors,  Married-civ-spouse,  Adm-clerical,  White,  Male,  Japan, 156620
46,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 116716
45,  Private,  Assoc-acdm,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 91364
59,  ?,  Some-college,  Married-civ-spouse,  ?,  White,  Male,  United-States, 70354
40,  Private,  Assoc-acdm,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 195019
38,  State-gov,  HS-grad,  Divorced,  Other-service,  White,  Female,  United-States, 26123
22,  Private,  Some-college,  Never-married,  Exec-managerial,  White,  Female,  ?, 45611
59,  Self-emp-not-inc,  7th-8th,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 90171
36,  Private,  Some-college,  Never-married,  Craft-repair,  White,  Male,  United-States, 122981
40,  Private,  7th-8th,  Never-married,  Farming-fishing,  White,  Male,  United-States, 46744
18,  Private,  10th,  Never-married,  Sales,  Black,  Female,  United-States, 76820
62,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Male,  United-States, 74890
63,  Private,  HS-grad,  Divorced,  Sales,  White,  Female,  United-States, 56258
29,  Private,  Masters,  Never-married,  Prof-specialty,  White,  Female,  United-States, 113132
27,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Black,  Female,  United-States, 138969
47,  State-gov,  Doctorate,  Divorced,  Prof-specialty,  White,  Male,  France, 190705
20,  Local-gov,  HS-grad,  Never-married,  Adm-clerical,  White,  Male,  United-States, 94274
48,  Private,  Assoc-acdm,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 125814
29,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Male,  Mexico, 153292
22,  Private,  HS-grad,  Never-married,  Tech-support,  White,  Female,  United-States, 99867
42,  Private,  Assoc-acdm,  Widowed,  Tech-support,  White,  Female,  United-States, 164872
36,  Private,  Assoc-voc,  Divorced,  Craft-repair,  White,  Male,  United-States, 110188
60,  Private,  10th,  Divorced,  Other-service,  Black,  Female,  United-States, 190320
41,  Federal-gov,  HS-grad,  Separated,  Exec-managerial,  Black,  Female,  United-States, 138229
43,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 99547
33,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 37188
34,  Private,  7th-8th,  Married-civ-spouse,  Other-service,  White,  Female,  United-States, 51776
32,  Private,  HS-grad,  Never-married,  Transport-moving,  White,  Female,  United-States, 146917
22,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 174792
52,  Private,  9th,  Widowed,  Other-service,  White,  Female,  Puerto-Rico, 94053
27,  Private,  Assoc-acdm,  Never-married,  Sales,  White,  Male,  United-States, 71043
60,  Local-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 88830
41,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 32668
34,  Self-emp-not-inc,  Bachelors,  Never-married,  Sales,  White,  Male,  United-States, 94883
30,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 61864
35,  Private,  Some-college,  Separated,  Other-service,  White,  Female,  United-States, 188869
39,  Federal-gov,  Bachelors,  Divorced,  Exec-managerial,  Black,  Female,  United-States, 56853
64,  Private,  Some-college,  Widowed,  Adm-clerical,  White,  Female,  United-States, 189508
17,  Self-emp-not-inc,  11th,  Never-married,  Farming-fishing,  White,  Male,  United-States, 129767
29,  State-gov,  Masters,  Never-married,  Exec-managerial,  White,  Male,  ?, 98953
37,  Local-gov,  Assoc-voc,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 70277
43,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 133336
30,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 135789
17,  Private,  10th,  Never-married,  Sales,  White,  Female,  United-States, 196407
29,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  Guatemala, 192053
24,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Male,  India, 109654
27,  Self-emp-not-inc,  Bachelors,  Never-married,  Sales,  White,  Male,  United-States, 146752
69,  Self-emp-inc,  Bachelors,  Separated,  Exec-managerial,  White,  Male,  United-States, 44811
30,  Private,  HS-grad,  Married-spouse-absent,  Adm-clerical,  White,  Male,  United-States, 92185
29,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  Puerto-Rico, 152312
17,  ?,  10th,  Never-married,  ?,  White,  Male,  United-States, 83758
61,  Private,  7th-8th,  Married-civ-spouse,  Transport-moving,  Black,  Male,  United-States, 128598
70,  Private,  7th-8th,  Widowed,  Other-service,  Black,  Female,  United-States, 52480
32,  Private,  Bachelors,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 118832
21,  ?,  HS-grad,  Never-married,  ?,  White,  Male,  United-States, 62336
27,  Self-emp-not-inc,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 48245
27,  Private,  Bachelors,  Never-married,  Other-service,  White,  Female,  United-States, 33651
19,  Private,  Some-college,  Never-married,  Sales,  White,  Female,  United-States, 94820
44,  State-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  Black,  Male,  United-States, 165266
36,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 153436
45,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 38412
29,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  Poland, 11649
34,  Federal-gov,  Bachelors,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 30354
28,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 174717
34,  Private,  5th-6th,  Never-married,  Handlers-cleaners,  White,  Male,  El-Salvador, 121057
18,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 80243
39,  Private,  Some-college,  Divorced,  Farming-fishing,  White,  Female,  United-States, 65722
34,  Private,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 41850
35,  Local-gov,  Masters,  Divorced,  Adm-clerical,  White,  Female,  United-States, 192230
24,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 21117
41,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 185982
50,  State-gov,  Doctorate,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 63384
68,  Private,  Some-college,  Divorced,  Exec-managerial,  White,  Male,  United-States, 115742
35,  Private,  11th,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 176412
47,  Private,  Assoc-voc,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 157246
43,  Local-gov,  Masters,  Divorced,  Prof-specialty,  White,  Female,  United-States, 113860
35,  Private,  HS-grad,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 186380
34,  Private,  Some-college,  Never-married,  Exec-managerial,  White,  Female,  United-States, 18367
26,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 199386
50,  Private,  Some-college,  Divorced,  Sales,  White,  Female,  United-States, 65025
22,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Female,  United-States, 172551
20,  Private,  HS-grad,  Never-married,  Farming-fishing,  Asian-Pac-Islander,  Male,  United-States, 140612
18,  ?,  HS-grad,  Never-married,  ?,  White,  Female,  United-States, 17817
52,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  Asian-Pac-Islander,  Male,  United-States, 152527
71,  State-gov,  HS-grad,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 33087
55,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 51726
17,  Private,  11th,  Never-married,  Sales,  White,  Female,  United-States, 120701
36,  Private,  Some-college,  Widowed,  Prof-specialty,  White,  Female,  United-States, 31637
25,  ?,  Bachelors,  Married-civ-spouse,  ?,  White,  Male,  United-States, 146022
39,  Local-gov,  12th,  Married-civ-spouse,  Transport-moving,  White,  Male,  Nicaragua, 176152
27,  Private,  Bachelors,  Never-married,  Other-service,  Asian-Pac-Islander,  Male,  Philippines, 189223
42,  Private,  HS-grad,  Divorced,  Adm-clerical,  White,  Female,  United-States, 34994
22,  Private,  HS-grad,  Married-spouse-absent,  Sales,  White,  Male,  United-States, 92891
57,  Private,  Assoc-voc,  Never-married,  Craft-repair,  White,  Male,  United-States, 10153
34,  Private,  Some-college,  Never-married,  Craft-repair,  Black,  Male,  United-States, 68551
31,  Private,  Masters,  Never-married,  Prof-specialty,  White,  Female,  United-States, 131380
24,  Private,  Bachelors,  Never-married,  Sales,  White,  Male,  United-States, 184536
41,  Self-emp-not-inc,  HS-grad,  Never-married,  Other-service,  Black,  Male,  Jamaica, 96145
30,  Private,  Some-college,  Divorced,  Prof-specialty,  White,  Female,  England, 136875
17,  Private,  11th,  Never-married,  Adm-clerical,  White,  Female,  United-States, 51323
26,  Self-emp-inc,  HS-grad,  Separated,  Sales,  White,  Female,  Honduras, 64806
32,  Private,  1st-4th,  Never-married,  Farming-fishing,  Other,  Male,  Mexico, 25375
55,  Private,  10th,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 96485
19,  Private,  12th,  Married-spouse-absent,  Other-service,  Other,  Female,  United-States, 117314
28,  Private,  Masters,  Divorced,  Prof-specialty,  White,  Female,  United-States, 197533
55,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Female,  United-States, 41114
49,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 29515
23,  Private,  Bachelors,  Never-married,  Exec-managerial,  White,  Male,  United-States, 70553
43,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 167824
40,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 175479
41,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 102148
23,  Private,  Some-college,  Never-married,  Craft-repair,  White,  Male,  United-States, 94967
59,  Federal-gov,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 128520
20,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 114191
21,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 152925
28,  ?,  Bachelors,  Married-spouse-absent,  ?,  Asian-Pac-Islander,  Female,  Taiwan, 24495
44,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 162345
31,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 36260
50,  Self-emp-not-inc,  Bachelors,  Never-married,  Craft-repair,  White,  Male,  United-States, 28368
54,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 147562
28,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 179057
34,  Private,  HS-grad,  Divorced,  Transport-moving,  White,  Male,  United-States, 32402
46,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 67450
28,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 175898
23,  Private,  HS-grad,  Never-married,  Adm-clerical,  Black,  Male,  United-States, 49417
29,  Private,  Bachelors,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 12719
35,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 178926
41,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 117101
90,  ?,  Some-college,  Never-married,  ?,  Asian-Pac-Islander,  Male,  South, 83946
35,  Self-emp-not-inc,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 149977
20,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  Other,  Male,  United-States, 179340
42,  Private,  Masters,  Divorced,  Prof-specialty,  White,  Female,  United-States, 116195
56,  Private,  7th-8th,  Married-civ-spouse,  Machine-op-inspct,  White,  Female,  United-States, 115804
31,  Private,  Bachelors,  Never-married,  Sales,  White,  Male,  United-States, 173769
23,  Private,  HS-grad,  Never-married,  Tech-support,  White,  Male,  United-States, 57962
60,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 123122
28,  Private,  Some-college,  Never-married,  Craft-repair,  White,  Male,  United-States, 172590
32,  Private,  Some-college,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 140542
36,  Private,  Masters,  Never-married,  Exec-managerial,  White,  Female,  United-States, 89305
44,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 33092
34,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 160311
27,  Private,  HS-grad,  Never-married,  Sales,  Asian-Pac-Islander,  Male,  United-States, 87780
49,  Private,  HS-grad,  Divorced,  Exec-managerial,  White,  Male,  United-States, 62037
48,  Private,  HS-grad,  Divorced,  Other-service,  Black,  Female,  United-States, 39123
47,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 159964
34,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 113915
27,  Private,  Assoc-acdm,  Never-married,  Sales,  White,  Male,  United-States, 149490
31,  Local-gov,  Bachelors,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  ?, 180798
24,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 26907
24,  Private,  HS-grad,  Divorced,  Handlers-cleaners,  White,  Male,  United-States, 16848
25,  Private,  Some-college,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 91604
36,  Private,  Assoc-voc,  Divorced,  Sales,  White,  Female,  United-States, 23958
38,  Federal-gov,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 28486
57,  Private,  5th-6th,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 185335
24,  Private,  Some-college,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 33879
41,  State-gov,  HS-grad,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 13501
56,  State-gov,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  Black,  Male,  United-States, 144032
19,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 112960
44,  Private,  HS-grad,  Never-married,  Other-service,  Black,  Male,  United-States, 159591
34,  Private,  Assoc-voc,  Never-married,  Craft-repair,  White,  Female,  United-States, 197163
25,  Private,  Bachelors,  Never-married,  Exec-managerial,  White,  Male,  United-States, 23753
