22 - 36, government, pre-primary, *, *, *, *, north-america, 10075
44 - 49, private, pre-high-school, not-married, skilled, white, female, united-states, 71839
44 - 49, private, pre-high-school, not-married, skilled, white, female, united-states, 44480
44 - 49, private, pre-high-school, not-married, skilled, white, female, united-states, 73793
50 - 52, private, pre-high-school, not-married, skilled, white, female, north-america, 48498
50 - 52, private, pre-high-school, not-married, skilled, white, female, north-america, 47831
50 - 52, private, pre-high-school, not-married, skilled, white, female, north-america, 45522
50 - 52, private, pre-high-school, not-married, skilled, white, female, north-america, 51304
50 - 52, private, pre-high-school, not-married, skilled, white, female, north-america, 41713
50 - 52, private, pre-high-school, not-married, skilled, white, female, north-america, 30496
53 - 54, private, pre-high-school, not-married, skilled, white, female, north-america, 49714
53 - 54, private, pre-high-school, not-married, skilled, white, female, north-america, 67598
53 - 54, private, pre-high-school, not-married, skilled, white, female, north-america, 11797
53 - 54, private, pre-high-school, not-married, skilled, white, female, north-america, 18977
38 - 41, private, pre-high-school, not-married, unskilled, white, female, north-america, 26040
38 - 41, private, pre-high-school, not-married, unskilled, white, female, north-america, 66982
38 - 41, private, pre-high-school, not-married, unskilled, white, female, north-america, 41906
38 - 41, private, pre-high-school, not-married, unskilled, white, female, north-america, 62594
38 - 41, private, pre-high-school, not-married, unskilled, white, female, north-america, 50808
43 - 53, non-government, pre-high-school, not-married, unskilled, white, female, united-states, 42749
43 - 53, non-government, pre-high-school, not-married, unskilled, white, female, united-states, 52631
43 - 53, non-government, pre-high-school, not-married, unskilled, white, female, united-states, 72082
43 - 53, non-government, pre-high-school, not-married, unskilled, white, female, united-states, 48457
43 - 53, non-government, pre-high-school, not-married, unskilled, white, female, united-states, 51143
43 - 53, non-government, pre-high-school, not-married, unskilled, white, female, united-states, 64956
39 - 53, non-government, pre-high-school, not-married, professional, white, female, north-america, 36826
39 - 53, non-government, pre-high-school, not-married, professional, white, female, north-america, 39597
39 - 53, non-government, pre-high-school, not-married, professional, white, female, north-america, 43841
39 - 53, non-government, pre-high-school, not-married, professional, white, female, north-america, 45206
39 - 53, non-government, pre-high-school, not-married, professional, white, female, north-america, 68560
39 - 53, non-government, pre-high-school, not-married, professional, white, female, north-america, 36490
38 - 39, private, pre-high-school, divorced, customer-service, white, female, united-states, 68568
38 - 39, private, pre-high-school, divorced, customer-service, white, female, united-states, 50363
38 - 39, private, pre-high-school, divorced, customer-service, white, female, united-states, 17044
38 - 39, private, pre-high-school, divorced, customer-service, white, female, united-states, 41759
38 - 39, private, pre-high-school, divorced, customer-service, white, female, united-states, 75152
41 - 44, non-government, pre-high-school, not-married, customer-service, white, female, *, 64530
41 - 44, non-government, pre-high-school, not-married, customer-service, white, female, *, 46985
41 - 44, non-government, pre-high-school, not-married, customer-service, white, female, *, 38407
41 - 44, non-government, pre-high-school, not-married, customer-service, white, female, *, 71935
41 - 44, non-government, pre-high-school, not-married, customer-service, white, female, *, 48531
45 - 53, private, pre-high-school, not-married, adm-clerical, white, female, united-states, 40961
45 - 53, private, pre-high-school, not-married, adm-clerical, white, female, united-states, 34168
45 - 53, private, pre-high-school, not-married, adm-clerical, white, female, united-states, 56310
45 - 53, private, pre-high-school, not-married, adm-clerical, white, female, united-states, 50221
45 - 53, private, pre-high-school, not-married, adm-clerical, white, female, united-states, 70024
45 - 50, non-government, pre-high-school, divorced, sales, white, female, united-states, 49100
45 - 50, non-government, pre-high-school, divorced, sales, white, female, united-states, 42106
45 - 50, non-government, pre-high-school, divorced, sales, white, female, united-states, 31531
45 - 50, non-government, pre-high-school, divorced, sales, white, female, united-states, 37583
45 - 50, non-government, pre-high-school, divorced, sales, white, female, united-states, 37844
45 - 50, non-government, pre-high-school, divorced, sales, white, female, united-states, 66974
39 - 44, private, pre-high-school, divorced, other-service, white, female, united-states, 57999
39 - 44, private, pre-high-school, divorced, other-service, white, female, united-states, 24664
39 - 44, private, pre-high-school, divorced, other-service, white, female, united-states, 61188
39 - 44, private, pre-high-school, divorced, other-service, white, female, united-states, 49826
39 - 44, private, pre-high-school, divorced, other-service, white, female, united-states, 40290
46 - 48, private, pre-high-school, divorced, other-service, white, female, united-states, 77565
46 - 48, private, pre-high-school, divorced, other-service, white, female, united-states, 69306
46 - 48, private, pre-high-school, divorced, other-service, white, female, united-states, 21940
46 - 48, private, pre-high-school, divorced, other-service, white, female, united-states, 23039
46 - 48, private, pre-high-school, divorced, other-service, white, female, united-states, 40027
46 - 48, private, pre-high-school, divorced, other-service, white, female, united-states, 41387
49 - 51, non-government, pre-high-school, divorced, other-service, white, female, united-states, 73878
49 - 51, non-government, pre-high-school, divorced, other-service, white, female, united-states, 23637
49 - 51, non-government, pre-high-school, divorced, other-service, white, female, united-states, 11096
49 - 51, non-government, pre-high-school, divorced, other-service, white, female, united-states, 46266
49 - 51, non-government, pre-high-school, divorced, other-service, white, female, united-states, 37375
52 - 54, private, pre-high-school, divorced, other-service, white, female, north-america, 60589
52 - 54, private, pre-high-school, divorced, other-service, white, female, north-america, 54525
52 - 54, private, pre-high-school, divorced, other-service, white, female, north-america, 51213
52 - 54, private, pre-high-school, divorced, other-service, white, female, north-america, 49657
52 - 54, private, pre-high-school, divorced, other-service, white, female, north-america, 52387
52 - 54, private, pre-high-school, divorced, other-service, white, female, north-america, 52955
41 - 53, private, pre-high-school, widowed, other-service, white, female, north-america, 45971
41 - 53, private, pre-high-school, widowed, other-service, white, female, north-america, 56055
41 - 53, private, pre-high-school, widowed, other-service, white, female, north-america, 71332
41 - 53, private, pre-high-school, widowed, other-service, white, female, north-america, 60297
41 - 53, private, pre-high-school, widowed, other-service, white, female, north-america, 75469
41 - 53, private, pre-high-school, widowed, other-service, white, female, north-america, 22986
38 - 52, private, pre-high-school, never-married, other-service, white, female, *, 42998
38 - 52, private, pre-high-school, never-married, other-service, white, female, *, 40923
38 - 52, private, pre-high-school, never-married, other-service, white, female, *, 42368
38 - 52, private, pre-high-school, never-married, other-service, white, female, *, 56170
38 - 52, private, pre-high-school, never-married, other-service, white, female, *, 77031
38 - 52, private, pre-high-school, never-married, other-service, white, female, *, 77160
38 - 52, private, pre-high-school, never-married, other-service, white, female, *, 47497
38 - 52, private, pre-high-school, never-married, other-service, white, female, *, 38743
38 - 52, private, pre-high-school, never-married, other-service, white, female, *, 49487
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 42341
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 78375
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 49124
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 38558
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 64778
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 43843
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 64694
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 45228
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 47529
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 67316
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 24078
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 33993
55 - 56, non-government, pre-high-school, not-married, *, white, female, *, 41028
