17 - 27, *, pre-primary, *, *, *, *, *, 9010
34 - 37, *, masters, married, *, *, male, *, 106621
34 - 37, *, masters, married, *, *, male, *, 86673
34 - 37, *, masters, married, *, *, male, *, 67959
34 - 37, *, masters, married, *, *, male, *, 79854
34 - 37, *, masters, married, *, *, male, *, 87617
34 - 37, *, masters, married, *, *, male, *, 85004
34 - 37, *, masters, married, *, *, male, *, 134159
34 - 37, *, masters, married, *, *, male, *, 102335
34 - 37, *, masters, married, *, *, male, *, 138577
34 - 37, *, masters, married, *, *, male, *, 135516
34 - 37, *, masters, married, *, *, male, *, 83828
34 - 37, *, masters, married, *, *, male, *, 55037
34 - 37, *, masters, married, *, *, male, *, 120864
34 - 37, *, masters, married, *, *, male, *, 118181
34 - 37, *, masters, married, *, *, male, *, 51888
34 - 37, *, masters, married, *, *, male, *, 76994
34 - 37, *, masters, married, *, *, male, *, 57090
34 - 37, *, masters, married, *, *, male, *, 127497
34 - 37, *, masters, married, *, *, male, *, 94363
34 - 37, *, masters, married, *, *, male, *, 99804
34 - 37, *, masters, married, *, *, male, *, 91258
34 - 37, *, masters, married, *, *, male, *, 81142
34 - 37, *, masters, married, *, *, male, *, 121567
34 - 37, *, masters, married, *, *, male, *, 72522
34 - 37, *, masters, married, *, *, male, *, 66664
34 - 37, *, masters, married, *, *, male, *, 114064
34 - 37, *, masters, married, *, *, male, *, 66885
34 - 37, *, masters, married, *, *, male, *, 70178
34 - 37, *, masters, married, *, *, male, *, 132417
34 - 37, *, masters, married, *, *, male, *, 137400
34 - 37, *, masters, married, *, *, male, *, 83991
34 - 37, *, masters, married, *, *, male, *, 99949
22 - 31, *, pre-doctorate, married, *, *, female, *, 43786
22 - 31, *, pre-doctorate, married, *, *, female, *, 106054
22 - 31, *, pre-doctorate, married, *, *, female, *, 72911
22 - 31, *, pre-doctorate, married, *, *, female, *, 59634
22 - 31, *, pre-doctorate, married, *, *, female, *, 70389
22 - 31, *, pre-doctorate, married, *, *, female, *, 136837
22 - 31, *, pre-doctorate, married, *, *, female, *, 59541
22 - 31, *, pre-doctorate, married, *, *, female, *, 82348
22 - 31, *, pre-doctorate, married, *, *, female, *, 113335
22 - 31, *, pre-doctorate, married, *, *, female, *, 45516
22 - 31, *, pre-doctorate, married, *, *, female, *, 46429
22 - 31, *, pre-doctorate, married, *, *, female, *, 84760
22 - 31, *, pre-doctorate, married, *, *, female, *, 66740
22 - 31, *, pre-doctorate, married, *, *, female, *, 44489
22 - 31, *, pre-doctorate, married, *, *, female, *, 47573
22 - 31, *, pre-doctorate, married, *, *, female, *, 69892
22 - 31, *, pre-doctorate, married, *, *, female, *, 111338
22 - 31, *, pre-doctorate, married, *, *, female, *, 89494
22 - 31, *, pre-doctorate, married, *, *, female, *, 77445
22 - 31, *, pre-doctorate, married, *, *, female, *, 46091
22 - 31, *, pre-doctorate, married, *, *, female, *, 64735
22 - 31, *, pre-doctorate, married, *, *, female, *, 54235
22 - 31, *, pre-doctorate, married, *, *, female, *, 109873
22 - 31, *, pre-doctorate, married, *, *, female, *, 49183
22 - 31, *, pre-doctorate, married, *, *, female, *, 102579
22 - 31, *, pre-doctorate, married, *, *, female, *, 62126
22 - 31, *, pre-doctorate, married, *, *, female, *, 60287
22 - 31, *, pre-doctorate, married, *, *, female, *, 82835
22 - 31, *, pre-doctorate, married, *, *, female, *, 114378
22 - 31, *, pre-doctorate, married, *, *, female, *, 63342
22 - 31, *, pre-doctorate, married, *, *, female, *, 45046
22 - 31, *, pre-doctorate, married, *, *, female, *, 55688
22 - 31, *, pre-doctorate, married, *, *, female, *, 103325
22 - 31, *, pre-doctorate, married, *, *, female, *, 98650
22 - 31, *, pre-doctorate, married, *, *, female, *, 70846
22 - 31, *, pre-doctorate, married, *, *, female, *, 100209
22 - 31, *, pre-doctorate, married, *, *, female, *, 71332
22 - 31, *, pre-doctorate, married, *, *, female, *, 80317
22 - 31, *, pre-doctorate, married, *, *, female, *, 68802
22 - 31, *, pre-doctorate, married, *, *, female, *, 55410
22 - 31, *, pre-doctorate, married, *, *, female, *, 102573
22 - 31, *, pre-doctorate, married, *, *, female, *, 78459
22 - 31, *, pre-doctorate, married, *, *, female, *, 111075
22 - 31, *, pre-doctorate, married, *, *, female, *, 49299
22 - 31, *, pre-doctorate, married, *, *, female, *, 117074
22 - 31, *, pre-doctorate, married, *, *, female, *, 79918
22 - 31, *, pre-doctorate, married, *, *, female, *, 61717
22 - 31, *, pre-doctorate, married, *, *, female, *, 65519
22 - 31, *, pre-doctorate, married, *, *, female, *, 106498
22 - 31, *, pre-doctorate, married, *, *, female, *, 42013
22 - 31, *, pre-doctorate, married, *, *, female, *, 105095
22 - 31, *, pre-doctorate, married, *, *, female, *, 51118
22 - 31, *, pre-doctorate, married, *, *, female, *, 64108
22 - 31, *, pre-doctorate, married, *, *, female, *, 86617
22 - 31, *, pre-doctorate, married, *, *, female, *, 90118
22 - 31, *, pre-doctorate, married, *, *, female, *, 106129
22 - 31, *, pre-doctorate, married, *, *, female, *, 96325
22 - 31, *, pre-doctorate, married, *, *, female, *, 87512
22 - 31, *, pre-doctorate, married, *, *, female, *, 106442
22 - 31, *, pre-doctorate, married, *, *, female, *, 91258
22 - 31, *, pre-doctorate, married, *, *, female, *, 98992
22 - 31, *, pre-doctorate, married, *, *, female, *, 62341
22 - 31, *, pre-doctorate, married, *, *, female, *, 78257
22 - 31, *, pre-doctorate, married, *, *, female, *, 111690
22 - 31, *, pre-doctorate, married, *, *, female, *, 103261
22 - 31, *, pre-doctorate, married, *, *, female, *, 115432
22 - 31, *, pre-doctorate, married, *, *, female, *, 112164
22 - 31, *, pre-doctorate, married, *, *, female, *, 80908
22 - 31, *, pre-doctorate, married, *, *, female, *, 69313
22 - 31, *, pre-doctorate, married, *, *, female, *, 54557
22 - 31, *, pre-doctorate, married, *, *, female, *, 84152
22 - 31, *, pre-doctorate, married, *, *, female, *, 59161
22 - 31, *, pre-doctorate, married, *, *, female, *, 137257
22 - 31, *, pre-doctorate, married, *, *, female, *, 108677
22 - 31, *, pre-doctorate, married, *, *, female, *, 81377
22 - 31, *, pre-doctorate, married, *, *, female, *, 115998
22 - 31, *, pre-doctorate, married, *, *, female, *, 108672
22 - 31, *, pre-doctorate, married, *, *, female, *, 109882
22 - 31, *, pre-doctorate, married, *, *, female, *, 105038
22 - 31, *, pre-doctorate, married, *, *, female, *, 85333
22 - 31, *, pre-doctorate, married, *, *, female, *, 91988
22 - 31, *, pre-doctorate, married, *, *, female, *, 95557
22 - 31, *, pre-doctorate, married, *, *, female, *, 40485
22 - 31, *, pre-doctorate, married, *, *, female, *, 40197
22 - 31, *, pre-doctorate, married, *, *, female, *, 113116
22 - 31, *, pre-doctorate, married, *, *, female, *, 84733
22 - 31, *, pre-doctorate, married, *, *, female, *, 91927
22 - 31, *, pre-doctorate, married, *, *, female, *, 83181
22 - 31, *, pre-doctorate, married, *, *, female, *, 44038
22 - 31, *, pre-doctorate, married, *, *, female, *, 74318
22 - 31, *, pre-doctorate, married, *, *, female, *, 56968
22 - 31, *, pre-doctorate, married, *, *, female, *, 77811
22 - 31, *, pre-doctorate, married, *, *, female, *, 101734
22 - 31, *, pre-doctorate, married, *, *, female, *, 116619
22 - 31, *, pre-doctorate, married, *, *, female, *, 91562
22 - 31, *, pre-doctorate, married, *, *, female, *, 95000
22 - 31, *, pre-doctorate, married, *, *, female, *, 52470
22 - 31, *, pre-doctorate, married, *, *, female, *, 105052
22 - 31, *, pre-doctorate, married, *, *, female, *, 78501
22 - 31, *, pre-doctorate, married, *, *, female, *, 91610
22 - 31, *, pre-doctorate, married, *, *, female, *, 56384
22 - 31, *, pre-doctorate, married, *, *, female, *, 77429
22 - 31, *, pre-doctorate, married, *, *, female, *, 106835
22 - 31, *, pre-doctorate, married, *, *, female, *, 42355
22 - 31, *, pre-doctorate, married, *, *, female, *, 114981
22 - 31, *, pre-doctorate, married, *, *, female, *, 90144
22 - 31, *, pre-doctorate, married, *, *, female, *, 110674
22 - 31, *, pre-doctorate, married, *, *, female, *, 117008
22 - 31, *, pre-doctorate, married, *, *, female, *, 68321
22 - 31, *, pre-doctorate, married, *, *, female, *, 104209
22 - 31, *, pre-doctorate, married, *, *, female, *, 81259
22 - 31, *, pre-doctorate, married, *, *, female, *, 56059
22 - 31, *, pre-doctorate, married, *, *, female, *, 103211
22 - 31, *, pre-doctorate, married, *, *, female, *, 75525
22 - 31, *, pre-doctorate, married, *, *, female, *, 90110
22 - 31, *, pre-doctorate, married, *, *, female, *, 102880
22 - 31, *, pre-doctorate, married, *, *, female, *, 113379
22 - 31, *, pre-doctorate, married, *, *, female, *, 59092
22 - 31, *, pre-doctorate, married, *, *, female, *, 65260
22 - 31, *, pre-doctorate, married, *, *, female, *, 72865
22 - 31, *, pre-doctorate, married, *, *, female, *, 96877
22 - 31, *, pre-doctorate, married, *, *, female, *, 112887
22 - 31, *, pre-doctorate, married, *, *, female, *, 85201
22 - 31, *, pre-doctorate, married, *, *, female, *, 115108
22 - 31, *, pre-doctorate, married, *, *, female, *, 44937
22 - 31, *, pre-doctorate, married, *, *, female, *, 105102
22 - 31, *, pre-doctorate, married, *, *, female, *, 78209
22 - 31, *, pre-doctorate, married, *, *, female, *, 91047
32 - 37, *, pre-doctorate, married, *, *, female, *, 40859
32 - 37, *, pre-doctorate, married, *, *, female, *, 113419
32 - 37, *, pre-doctorate, married, *, *, female, *, 84888
32 - 37, *, pre-doctorate, married, *, *, female, *, 87671
32 - 37, *, pre-doctorate, married, *, *, female, *, 53918
32 - 37, *, pre-doctorate, married, *, *, female, *, 81021
32 - 37, *, pre-doctorate, married, *, *, female, *, 116481
32 - 37, *, pre-doctorate, married, *, *, female, *, 112263
32 - 37, *, pre-doctorate, married, *, *, female, *, 55732
32 - 37, *, pre-doctorate, married, *, *, female, *, 98313
32 - 37, *, pre-doctorate, married, *, *, female, *, 49419
32 - 37, *, pre-doctorate, married, *, *, female, *, 74490
32 - 37, *, pre-doctorate, married, *, *, female, *, 94346
32 - 37, *, pre-doctorate, married, *, *, female, *, 67940
32 - 37, *, pre-doctorate, married, *, *, female, *, 59146
32 - 37, *, pre-doctorate, married, *, *, female, *, 82625
32 - 37, *, pre-doctorate, married, *, *, female, *, 41166
32 - 37, *, pre-doctorate, married, *, *, female, *, 107704
32 - 37, *, pre-doctorate, married, *, *, female, *, 66034
32 - 37, *, pre-doctorate, married, *, *, female, *, 72527
32 - 37, *, pre-doctorate, married, *, *, female, *, 42100
32 - 37, *, pre-doctorate, married, *, *, female, *, 103451
32 - 37, *, pre-doctorate, married, *, *, female, *, 74565
32 - 37, *, pre-doctorate, married, *, *, female, *, 74510
32 - 37, *, pre-doctorate, married, *, *, female, *, 118063
32 - 37, *, pre-doctorate, married, *, *, female, *, 88587
32 - 37, *, pre-doctorate, married, *, *, female, *, 56546
32 - 37, *, pre-doctorate, married, *, *, female, *, 104038
32 - 37, *, pre-doctorate, married, *, *, female, *, 92113
32 - 37, *, pre-doctorate, married, *, *, female, *, 67600
32 - 37, *, pre-doctorate, married, *, *, female, *, 43156
32 - 37, *, pre-doctorate, married, *, *, female, *, 115707
32 - 37, *, pre-doctorate, married, *, *, female, *, 117705
32 - 37, *, pre-doctorate, married, *, *, female, *, 78836
32 - 37, *, pre-doctorate, married, *, *, female, *, 98586
32 - 37, *, pre-doctorate, married, *, *, female, *, 55831
32 - 37, *, pre-doctorate, married, *, *, female, *, 46562
32 - 37, *, pre-doctorate, married, *, *, female, *, 71446
32 - 37, *, pre-doctorate, married, *, *, female, *, 117722
32 - 37, *, pre-doctorate, married, *, *, female, *, 67841
32 - 37, *, pre-doctorate, married, *, *, female, *, 73870
32 - 37, *, pre-doctorate, married, *, *, female, *, 109412
32 - 37, *, pre-doctorate, married, *, *, female, *, 59759
32 - 37, *, pre-doctorate, married, *, *, female, *, 119094
32 - 37, *, pre-doctorate, married, *, *, female, *, 79452
32 - 37, *, pre-doctorate, married, *, *, female, *, 44673
32 - 37, *, pre-doctorate, married, *, *, female, *, 70582
32 - 37, *, pre-doctorate, married, *, *, female, *, 124760
32 - 37, *, pre-doctorate, married, *, *, female, *, 69830
32 - 37, *, pre-doctorate, married, *, *, female, *, 115511
32 - 37, *, pre-doctorate, married, *, *, female, *, 95757
32 - 37, *, pre-doctorate, married, *, *, female, *, 118926
32 - 37, *, pre-doctorate, married, *, *, female, *, 89296
32 - 37, *, pre-doctorate, married, *, *, female, *, 57533
32 - 37, *, pre-doctorate, married, *, *, female, *, 84562
32 - 37, *, pre-doctorate, married, *, *, female, *, 101297
32 - 37, *, pre-doctorate, married, *, *, female, *, 78483
32 - 37, *, pre-doctorate, married, *, *, female, *, 116657
32 - 37, *, pre-doctorate, married, *, *, female, *, 62408
32 - 37, *, pre-doctorate, married, *, *, female, *, 83199
32 - 37, *, pre-doctorate, married, *, *, female, *, 71541
32 - 37, *, pre-doctorate, married, *, *, female, *, 114789
32 - 37, *, pre-doctorate, married, *, *, female, *, 99356
32 - 37, *, pre-doctorate, married, *, *, female, *, 131740
32 - 37, *, pre-doctorate, married, *, *, female, *, 113645
32 - 37, *, pre-doctorate, married, *, *, female, *, 58287
32 - 37, *, pre-doctorate, married, *, *, female, *, 118217
32 - 37, *, pre-doctorate, married, *, *, female, *, 114541
32 - 37, *, pre-doctorate, married, *, *, female, *, 48733
32 - 37, *, pre-doctorate, married, *, *, female, *, 49062
32 - 37, *, pre-doctorate, married, *, *, female, *, 119327
32 - 37, *, pre-doctorate, married, *, *, female, *, 59690
32 - 37, *, pre-doctorate, married, *, *, female, *, 43271
32 - 37, *, pre-doctorate, married, *, *, female, *, 56404
32 - 37, *, pre-doctorate, married, *, *, female, *, 49772
32 - 37, *, pre-doctorate, married, *, *, female, *, 42224
32 - 37, *, pre-doctorate, married, *, *, female, *, 123318
32 - 37, *, pre-doctorate, married, *, *, female, *, 109857
32 - 37, *, pre-doctorate, married, *, *, female, *, 45009
32 - 37, *, pre-doctorate, married, *, *, female, *, 126353
32 - 37, *, pre-doctorate, married, *, *, female, *, 123058
32 - 37, *, pre-doctorate, married, *, *, female, *, 41389
32 - 37, *, pre-doctorate, married, *, *, female, *, 110205
32 - 37, *, pre-doctorate, married, *, *, female, *, 82192
32 - 37, *, pre-doctorate, married, *, *, female, *, 68527
32 - 37, *, pre-doctorate, married, *, *, female, *, 112255
32 - 37, *, pre-doctorate, married, *, *, female, *, 89260
32 - 37, *, pre-doctorate, married, *, *, female, *, 51158
32 - 37, *, pre-doctorate, married, *, *, female, *, 119392
32 - 37, *, pre-doctorate, married, *, *, female, *, 132840
32 - 37, *, pre-doctorate, married, *, *, female, *, 112331
32 - 37, *, pre-doctorate, married, *, *, female, *, 41114
32 - 37, *, pre-doctorate, married, *, *, female, *, 80122
32 - 37, *, pre-doctorate, married, *, *, female, *, 111607
32 - 37, *, pre-doctorate, married, *, *, female, *, 64420
32 - 37, *, pre-doctorate, married, *, *, female, *, 63395
32 - 37, *, pre-doctorate, married, *, *, female, *, 62335
32 - 37, *, pre-doctorate, married, *, *, female, *, 97946
32 - 37, *, pre-doctorate, married, *, *, female, *, 110020
32 - 37, *, pre-doctorate, married, *, *, female, *, 109020
32 - 37, *, pre-doctorate, married, *, *, female, *, 51176
32 - 37, *, pre-doctorate, married, *, *, female, *, 107643
32 - 37, *, pre-doctorate, married, *, *, female, *, 114990
32 - 37, *, pre-doctorate, married, *, *, female, *, 52887
32 - 37, *, pre-doctorate, married, *, *, female, *, 47821
32 - 37, *, pre-doctorate, married, *, *, female, *, 115111
32 - 37, *, pre-doctorate, married, *, *, female, *, 108548
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 117987
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 55836
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 52426
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 52789
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 88611
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 76984
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 103572
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 117322
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 73047
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 113927
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 95196
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 52997
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 108575
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 42869
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 83692
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 88952
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 106156
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 42137
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 119096
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 73244
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 42317
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 77469
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 82803
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 75076
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 84359
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 80862
20 - 23, *, pre-doctorate, never-married, *, *, male, *, 60065
