27 - 37, federal-gov, *, married, skilled, *, male, united-states, 83312
38 - 42, government, pre-university, married, unskilled, white, male, *, 60639
38 - 42, government, pre-university, married, unskilled, white, male, *, 95224
38 - 42, government, pre-university, married, unskilled, white, male, *, 90584
38 - 42, government, pre-university, married, unskilled, white, male, *, 68069
38 - 42, government, pre-university, married, unskilled, white, male, *, 55386
38 - 42, government, pre-university, married, unskilled, white, male, *, 53976
38 - 42, government, pre-university, married, unskilled, white, male, *, 91072
38 - 42, government, pre-university, married, unskilled, white, male, *, 46175
38 - 42, government, pre-university, married, unskilled, white, male, *, 38318
38 - 42, government, pre-university, married, unskilled, white, male, *, 93612
38 - 42, government, pre-university, married, unskilled, white, male, *, 94978
38 - 42, government, pre-university, married, unskilled, white, male, *, 61038
38 - 42, government, pre-university, married, unskilled, white, male, *, 80816
38 - 42, government, pre-university, married, unskilled, white, male, *, 80352
38 - 42, government, pre-university, married, unskilled, white, male, *, 55394
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 94714
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 95103
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 83973
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 64358
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 59588
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 79080
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 81050
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 59082
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 63382
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 50806
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 89523
43 - 47, government, pre-university, married-civ-spouse, unskilled, white, male, united-states, 35914
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 70986
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 58199
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 66333
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 65186
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 63500
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 82278
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 91784
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 43984
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 89412
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 44985
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 78304
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 57928
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 35191
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 68169
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 80632
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 45904
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 65184
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 83873
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 49108
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 92815
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 57116
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 42764
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 49429
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 87312
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 48552
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 35172
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 66821
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 44262
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 35919
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 62442
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 80068
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 50706
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 84673
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 36466
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 93942
38, private, hs-grad, married-civ-spouse, craft-repair, white, male, *, 54929
39, private, hs-grad, married, craft-repair, white, male, united-states, 81447
39, private, hs-grad, married, craft-repair, white, male, united-states, 37569
39, private, hs-grad, married, craft-repair, white, male, united-states, 72762
39, private, hs-grad, married, craft-repair, white, male, united-states, 67146
39, private, hs-grad, married, craft-repair, white, male, united-states, 89866
39, private, hs-grad, married, craft-repair, white, male, united-states, 78082
39, private, hs-grad, married, craft-repair, white, male, united-states, 91772
39, private, hs-grad, married, craft-repair, white, male, united-states, 87469
39, private, hs-grad, married, craft-repair, white, male, united-states, 88890
39, private, hs-grad, married, craft-repair, white, male, united-states, 84516
39, private, hs-grad, married, craft-repair, white, male, united-states, 53299
39, private, hs-grad, married, craft-repair, white, male, united-states, 78456
39, private, hs-grad, married, craft-repair, white, male, united-states, 58606
39, private, hs-grad, married, craft-repair, white, male, united-states, 94623
39, private, hs-grad, married, craft-repair, white, male, united-states, 55352
39, private, hs-grad, married, craft-repair, white, male, united-states, 88768
39, private, hs-grad, married, craft-repair, white, male, united-states, 64651
39, private, hs-grad, married, craft-repair, white, male, united-states, 52942
39, private, hs-grad, married, craft-repair, white, male, united-states, 90528
39, private, hs-grad, married, craft-repair, white, male, united-states, 59656
39, private, hs-grad, married, craft-repair, white, male, united-states, 43326
39, private, hs-grad, married, craft-repair, white, male, united-states, 78075
39, private, hs-grad, married, craft-repair, white, male, united-states, 59178
39, private, hs-grad, married, craft-repair, white, male, united-states, 87255
39, private, hs-grad, married, craft-repair, white, male, united-states, 80925
39, private, hs-grad, married, craft-repair, white, male, united-states, 46781
39, private, hs-grad, married, craft-repair, white, male, united-states, 74528
39, private, hs-grad, married, craft-repair, white, male, united-states, 78031
40, private, hs-grad, married, craft-repair, white, male, united-states, 69341
40, private, hs-grad, married, craft-repair, white, male, united-states, 45726
40, private, hs-grad, married, craft-repair, white, male, united-states, 66627
40, private, hs-grad, married, craft-repair, white, male, united-states, 55765
40, private, hs-grad, married, craft-repair, white, male, united-states, 37866
40, private, hs-grad, married, craft-repair, white, male, united-states, 42840
40, private, hs-grad, married, craft-repair, white, male, united-states, 91921
40, private, hs-grad, married, craft-repair, white, male, united-states, 36895
40, private, hs-grad, married, craft-repair, white, male, united-states, 72212
40, private, hs-grad, married, craft-repair, white, male, united-states, 91184
40, private, hs-grad, married, craft-repair, white, male, united-states, 80389
40, private, hs-grad, married, craft-repair, white, male, united-states, 83765
40, private, hs-grad, married, craft-repair, white, male, united-states, 70735
41, private, hs-grad, married, craft-repair, white, male, *, 69440
41, private, hs-grad, married, craft-repair, white, male, *, 66300
41, private, hs-grad, married, craft-repair, white, male, *, 79317
41, private, hs-grad, married, craft-repair, white, male, *, 93732
41, private, hs-grad, married, craft-repair, white, male, *, 90014
41, private, hs-grad, married, craft-repair, white, male, *, 57535
41, private, hs-grad, married, craft-repair, white, male, *, 58874
41, private, hs-grad, married, craft-repair, white, male, *, 77995
41, private, hs-grad, married, craft-repair, white, male, *, 54906
41, private, hs-grad, married, craft-repair, white, male, *, 38452
41, private, hs-grad, married, craft-repair, white, male, *, 78972
41, private, hs-grad, married, craft-repair, white, male, *, 87156
41, private, hs-grad, married, craft-repair, white, male, *, 67868
41, private, hs-grad, married, craft-repair, white, male, *, 70892
41, private, hs-grad, married, craft-repair, white, male, *, 55012
41, private, hs-grad, married, craft-repair, white, male, *, 45591
41, private, hs-grad, married, craft-repair, white, male, *, 91051
41, private, hs-grad, married, craft-repair, white, male, *, 86801
41, private, hs-grad, married, craft-repair, white, male, *, 36602
41, private, hs-grad, married, craft-repair, white, male, *, 47371
41, private, hs-grad, married, craft-repair, white, male, *, 89677
41, private, hs-grad, married, craft-repair, white, male, *, 57523
41, private, hs-grad, married, craft-repair, white, male, *, 35731
41, private, hs-grad, married, craft-repair, white, male, *, 78367
41, private, hs-grad, married, craft-repair, white, male, *, 81679
41, private, hs-grad, married, craft-repair, white, male, *, 39549
41, private, hs-grad, married, craft-repair, white, male, *, 51975
41, private, hs-grad, married, craft-repair, white, male, *, 52832
42, private, hs-grad, married, craft-repair, white, male, *, 90494
42, private, hs-grad, married, craft-repair, white, male, *, 41085
42, private, hs-grad, married, craft-repair, white, male, *, 55429
42, private, hs-grad, married, craft-repair, white, male, *, 88491
42, private, hs-grad, married, craft-repair, white, male, *, 82006
