*, *, pre-primary, married, *, *, *, *, 19264
*, *, hs-grad, married, *, *, *, *, 82238
*, *, hs-grad, married, *, *, *, *, 67538
*, *, hs-grad, married, *, *, *, *, 82211
*, *, hs-grad, married, *, *, *, *, 70219
*, *, hs-grad, married, *, *, *, *, 89866
*, *, hs-grad, married, *, *, *, *, 88491
*, *, hs-grad, married, *, *, *, *, 92617
*, *, hs-grad, married, *, *, *, *, 93329
*, *, hs-grad, married, *, *, *, *, 82006
*, *, hs-grad, married, *, *, *, *, 72851
*, *, hs-grad, married, *, *, *, *, 73384
*, *, hs-grad, married, *, *, *, *, 36109
*, *, hs-grad, married, *, *, *, *, 78763
*, *, hs-grad, married, *, *, *, *, 59208
*, *, hs-grad, married, *, *, *, *, 87319
*, *, hs-grad, married, *, *, *, *, 90014
*, *, hs-grad, married, *, *, *, *, 44331
*, *, hs-grad, married, *, *, *, *, 36626
*, *, hs-grad, married, *, *, *, *, 90513
*, *, hs-grad, married, *, *, *, *, 67717
*, *, hs-grad, married, *, *, *, *, 71091
*, *, hs-grad, married, *, *, *, *, 60577
*, *, hs-grad, married, *, *, *, *, 43984
*, *, hs-grad, married, *, *, *, *, 45750
*, *, hs-grad, married, *, *, *, *, 85654
*, *, hs-grad, married, *, *, *, *, 66861
*, *, hs-grad, married, *, *, *, *, 67934
*, *, hs-grad, married, *, *, *, *, 58702
*, *, hs-grad, married, *, *, *, *, 38166
*, *, hs-grad, married, *, *, *, *, 55899
*, *, hs-grad, married, *, *, *, *, 53461
*, *, hs-grad, married, *, *, *, *, 62270
*, *, hs-grad, married, *, *, *, *, 65917
*, *, hs-grad, married, *, *, *, *, 43734
*, *, hs-grad, married, *, *, *, *, 60059
*, *, hs-grad, married, *, *, *, *, 82496
*, *, hs-grad, married, *, *, *, *, 65607
*, *, hs-grad, married, *, *, *, *, 59481
*, *, hs-grad, married, *, *, *, *, 64942
*, *, hs-grad, married, *, *, *, *, 59818
*, *, hs-grad, married, *, *, *, *, 52330
*, *, hs-grad, married, *, *, *, *, 59563
*, *, hs-grad, married, *, *, *, *, 51755
*, *, hs-grad, married, *, *, *, *, 45649
*, *, hs-grad, married, *, *, *, *, 61922
*, *, hs-grad, married, *, *, *, *, 45254
*, *, hs-grad, married, *, *, *, *, 90167
*, *, hs-grad, married, *, *, *, *, 42338
*, *, hs-grad, married, *, *, *, *, 49894
*, *, hs-grad, married, *, *, *, *, 88032
*, *, hs-grad, married, *, *, *, *, 58919
*, *, hs-grad, married, *, *, *, *, 41403
*, *, hs-grad, married, *, *, *, *, 40343
*, *, hs-grad, married, *, *, *, *, 88396
*, *, hs-grad, married, *, *, *, *, 62037
*, *, hs-grad, married, *, *, *, *, 87067
*, *, hs-grad, married, *, *, *, *, 86023
*, *, hs-grad, married, *, *, *, *, 66615
*, *, hs-grad, married, *, *, *, *, 69693
*, *, hs-grad, married, *, *, *, *, 81509
*, *, hs-grad, married, *, *, *, *, 85960
*, *, hs-grad, married, *, *, *, *, 78082
*, *, hs-grad, married, *, *, *, *, 82284
*, *, hs-grad, married, *, *, *, *, 57535
*, *, hs-grad, married, *, *, *, *, 88671
*, *, hs-grad, married, *, *, *, *, 71117
*, *, hs-grad, married, *, *, *, *, 57660
*, *, hs-grad, married, *, *, *, *, 44112
*, *, hs-grad, married, *, *, *, *, 86417
*, *, hs-grad, married, *, *, *, *, 59038
*, *, hs-grad, married, *, *, *, *, 55945
*, *, hs-grad, married, *, *, *, *, 74908
*, *, hs-grad, married, *, *, *, *, 45731
*, *, hs-grad, married, *, *, *, *, 56282
*, *, hs-grad, married, *, *, *, *, 36737
*, *, hs-grad, married, *, *, *, *, 49277
*, *, hs-grad, married, *, *, *, *, 64238
*, *, hs-grad, married, *, *, *, *, 79684
*, *, hs-grad, married, *, *, *, *, 71158
*, *, hs-grad, married, *, *, *, *, 73549
*, *, hs-grad, married, *, *, *, *, 72973
*, *, hs-grad, married, *, *, *, *, 92054
*, *, hs-grad, married, *, *, *, *, 88700
*, *, hs-grad, married, *, *, *, *, 74441
*, *, hs-grad, married, *, *, *, *, 82376
*, *, hs-grad, married, *, *, *, *, 35288
*, *, hs-grad, married, *, *, *, *, 91772
*, *, hs-grad, married, *, *, *, *, 77399
*, *, hs-grad, married, *, *, *, *, 38811
*, *, hs-grad, married, *, *, *, *, 57229
*, *, hs-grad, married, *, *, *, *, 89412
*, *, hs-grad, married, *, *, *, *, 65052
*, *, hs-grad, married, *, *, *, *, 72169
*, *, hs-grad, married, *, *, *, *, 47641
*, *, hs-grad, married, *, *, *, *, 52948
*, *, hs-grad, married, *, *, *, *, 80921
*, *, hs-grad, married, *, *, *, *, 35079
*, *, hs-grad, married, *, *, *, *, 54897
*, *, hs-grad, married, *, *, *, *, 45879
*, *, hs-grad, married, *, *, *, *, 37334
*, *, hs-grad, married, *, *, *, *, 62986
*, *, hs-grad, married, *, *, *, *, 75476
*, *, hs-grad, married, *, *, *, *, 35722
*, *, hs-grad, married, *, *, *, *, 35654
*, *, hs-grad, married, *, *, *, *, 64069
*, *, hs-grad, married, *, *, *, *, 45126
*, *, hs-grad, married, *, *, *, *, 51743
*, *, hs-grad, married, *, *, *, *, 61916
*, *, hs-grad, married, *, *, *, *, 38088
*, *, hs-grad, married, *, *, *, *, 81702
*, *, hs-grad, married, *, *, *, *, 88010
*, *, hs-grad, married, *, *, *, *, 77063
*, *, hs-grad, married, *, *, *, *, 42065
*, *, hs-grad, married, *, *, *, *, 51537
*, *, hs-grad, married, *, *, *, *, 36261
*, *, hs-grad, married, *, *, *, *, 83666
*, *, hs-grad, married, *, *, *, *, 68998
*, *, hs-grad, married, *, *, *, *, 50619
*, *, hs-grad, married, *, *, *, *, 39491
*, *, hs-grad, married, *, *, *, *, 63235
*, *, hs-grad, married, *, *, *, *, 61226
*, *, hs-grad, married, *, *, *, *, 87469
*, *, hs-grad, married, *, *, *, *, 39895
*, *, hs-grad, married, *, *, *, *, 59656
*, *, hs-grad, married, *, *, *, *, 75516
*, *, hs-grad, married, *, *, *, *, 93829
*, *, hs-grad, married, *, *, *, *, 44985
*, *, hs-grad, married, *, *, *, *, 78304
*, *, hs-grad, married, *, *, *, *, 51118
*, *, hs-grad, married, *, *, *, *, 69865
*, *, hs-grad, married, *, *, *, *, 58076
*, *, hs-grad, married, *, *, *, *, 56401
*, *, hs-grad, married, *, *, *, *, 78430
*, *, hs-grad, married, *, *, *, *, 71618
*, *, hs-grad, married, *, *, *, *, 43708
*, *, hs-grad, married, *, *, *, *, 84600
*, *, hs-grad, married, *, *, *, *, 57928
*, *, hs-grad, married, *, *, *, *, 74735
*, *, hs-grad, married, *, *, *, *, 67795
*, *, hs-grad, married, *, *, *, *, 58771
*, *, hs-grad, married, *, *, *, *, 57488
*, *, hs-grad, married, *, *, *, *, 43921
*, *, hs-grad, married, *, *, *, *, 65316
*, *, hs-grad, married, *, *, *, *, 36305
*, *, hs-grad, married, *, *, *, *, 57529
*, *, hs-grad, married, *, *, *, *, 35199
*, *, hs-grad, married, *, *, *, *, 41770
*, *, hs-grad, married, *, *, *, *, 39934
*, *, hs-grad, married, *, *, *, *, 71692
*, *, hs-grad, married, *, *, *, *, 65835
*, *, hs-grad, married, *, *, *, *, 48558
*, *, hs-grad, married, *, *, *, *, 90557
*, *, hs-grad, married, *, *, *, *, 63729
*, *, hs-grad, married, *, *, *, *, 88890
*, *, hs-grad, married, *, *, *, *, 71780
*, *, hs-grad, married, *, *, *, *, 35191
*, *, hs-grad, married, *, *, *, *, 37279
*, *, hs-grad, married, *, *, *, *, 80504
*, *, hs-grad, married, *, *, *, *, 84767
*, *, hs-grad, married, *, *, *, *, 74040
*, *, hs-grad, married, *, *, *, *, 79503
*, *, hs-grad, married, *, *, *, *, 88309
*, *, hs-grad, married, *, *, *, *, 59539
*, *, hs-grad, married, *, *, *, *, 92493
*, *, hs-grad, married, *, *, *, *, 63727
*, *, hs-grad, married, *, *, *, *, 92880
*, *, hs-grad, married, *, *, *, *, 68169
*, *, hs-grad, married, *, *, *, *, 66817
*, *, hs-grad, married, *, *, *, *, 46302
*, *, hs-grad, married, *, *, *, *, 89757
*, *, hs-grad, married, *, *, *, *, 45403
*, *, hs-grad, married, *, *, *, *, 40535
*, *, hs-grad, married, *, *, *, *, 80171
*, *, hs-grad, married, *, *, *, *, 44987
*, *, hs-grad, married, *, *, *, *, 54675
*, *, hs-grad, married, *, *, *, *, 77627
*, *, hs-grad, married, *, *, *, *, 51753
*, *, hs-grad, married, *, *, *, *, 50307
*, *, hs-grad, married, *, *, *, *, 37109
*, *, hs-grad, married, *, *, *, *, 35535
*, *, hs-grad, married, *, *, *, *, 70350
*, *, hs-grad, married, *, *, *, *, 57144
*, *, hs-grad, married, *, *, *, *, 79810
*, *, hs-grad, married, *, *, *, *, 43835
*, *, hs-grad, married, *, *, *, *, 73121
*, *, hs-grad, married, *, *, *, *, 43334
*, *, hs-grad, married, *, *, *, *, 90473
*, *, hs-grad, married, *, *, *, *, 68368
*, *, hs-grad, married, *, *, *, *, 52685
*, *, hs-grad, married, *, *, *, *, 77508
*, *, hs-grad, married, *, *, *, *, 49484
*, *, hs-grad, married, *, *, *, *, 56948
*, *, hs-grad, married, *, *, *, *, 84230
*, *, hs-grad, married, *, *, *, *, 74944
*, *, hs-grad, married, *, *, *, *, 60971
*, *, hs-grad, married, *, *, *, *, 35702
*, *, hs-grad, married, *, *, *, *, 87068
*, *, hs-grad, married, *, *, *, *, 49453
*, *, hs-grad, married, *, *, *, *, 89429
*, *, hs-grad, married, *, *, *, *, 58787
*, *, hs-grad, married, *, *, *, *, 63349
*, *, hs-grad, married, *, *, *, *, 50324
*, *, hs-grad, married, *, *, *, *, 77642
*, *, hs-grad, married, *, *, *, *, 70625
*, *, hs-grad, married, *, *, *, *, 44730
*, *, hs-grad, married, *, *, *, *, 78929
*, *, hs-grad, married, *, *, *, *, 58874
*, *, hs-grad, married, *, *, *, *, 90936
*, *, hs-grad, married, *, *, *, *, 80632
*, *, hs-grad, married, *, *, *, *, 59773
*, *, hs-grad, married, *, *, *, *, 42171
*, *, hs-grad, married, *, *, *, *, 58304
*, *, hs-grad, married, *, *, *, *, 89492
*, *, hs-grad, married, *, *, *, *, 61090
*, *, hs-grad, married, *, *, *, *, 35712
*, *, hs-grad, married, *, *, *, *, 72601
*, *, hs-grad, married, *, *, *, *, 49694
*, *, hs-grad, married, *, *, *, *, 83786
*, *, hs-grad, married, *, *, *, *, 84516
*, *, hs-grad, married, *, *, *, *, 48547
*, *, hs-grad, married, *, *, *, *, 53679
*, *, hs-grad, married, *, *, *, *, 67884
*, *, hs-grad, married, *, *, *, *, 47430
*, *, hs-grad, married, *, *, *, *, 73906
*, *, hs-grad, married, *, *, *, *, 56198
*, *, hs-grad, married, *, *, *, *, 65019
*, *, hs-grad, married, *, *, *, *, 79874
*, *, hs-grad, married, *, *, *, *, 68355
*, *, hs-grad, married, *, *, *, *, 70266
*, *, hs-grad, married, *, *, *, *, 90482
*, *, hs-grad, married, *, *, *, *, 45904
*, *, hs-grad, married, *, *, *, *, 70853
*, *, hs-grad, married, *, *, *, *, 62261
*, *, hs-grad, married, *, *, *, *, 50112
*, *, hs-grad, married, *, *, *, *, 75789
*, *, hs-grad, married, *, *, *, *, 91147
*, *, hs-grad, married, *, *, *, *, 74627
*, *, hs-grad, married, *, *, *, *, 89171
*, *, hs-grad, married, *, *, *, *, 53380
*, *, hs-grad, married, *, *, *, *, 93394
*, *, hs-grad, married, *, *, *, *, 90152
*, *, hs-grad, married, *, *, *, *, 91793
*, *, hs-grad, married, *, *, *, *, 53299
*, *, hs-grad, married, *, *, *, *, 90135
*, *, hs-grad, married, *, *, *, *, 80083
*, *, hs-grad, married, *, *, *, *, 73452
*, *, hs-grad, married, *, *, *, *, 77467
*, *, hs-grad, married, *, *, *, *, 41250
*, *, hs-grad, married, *, *, *, *, 51844
*, *, hs-grad, married, *, *, *, *, 36771
*, *, hs-grad, married, *, *, *, *, 71028
*, *, hs-grad, married, *, *, *, *, 92827
*, *, hs-grad, married, *, *, *, *, 91553
*, *, hs-grad, married, *, *, *, *, 76724
*, *, hs-grad, married, *, *, *, *, 86641
*, *, hs-grad, married, *, *, *, *, 59939
*, *, hs-grad, married, *, *, *, *, 78456
*, *, hs-grad, married, *, *, *, *, 56107
*, *, hs-grad, married, *, *, *, *, 49259
*, *, hs-grad, married, *, *, *, *, 69341
*, *, hs-grad, married, *, *, *, *, 77995
*, *, hs-grad, married, *, *, *, *, 83868
*, *, hs-grad, married, *, *, *, *, 38858
*, *, hs-grad, married, *, *, *, *, 56296
*, *, hs-grad, married, *, *, *, *, 36376
*, *, hs-grad, married, *, *, *, *, 79137
*, *, hs-grad, married, *, *, *, *, 64682
*, *, hs-grad, married, *, *, *, *, 52063
*, *, hs-grad, married, *, *, *, *, 58606
*, *, hs-grad, married, *, *, *, *, 36172
*, *, hs-grad, married, *, *, *, *, 88766
*, *, hs-grad, married, *, *, *, *, 52026
*, *, hs-grad, married, *, *, *, *, 60655
*, *, hs-grad, married, *, *, *, *, 81342
*, *, hs-grad, married, *, *, *, *, 94623
*, *, hs-grad, married, *, *, *, *, 87518
*, *, hs-grad, married, *, *, *, *, 41574
*, *, hs-grad, married, *, *, *, *, 75767
*, *, hs-grad, married, *, *, *, *, 63164
*, *, hs-grad, married, *, *, *, *, 47570
*, *, hs-grad, married, *, *, *, *, 39042
*, *, hs-grad, married, *, *, *, *, 53018
*, *, hs-grad, married, *, *, *, *, 53120
*, *, hs-grad, married, *, *, *, *, 82542
*, *, hs-grad, married, *, *, *, *, 49294
*, *, hs-grad, married, *, *, *, *, 67556
*, *, hs-grad, married, *, *, *, *, 39858
*, *, hs-grad, married, *, *, *, *, 91760
*, *, hs-grad, married, *, *, *, *, 45726
*, *, hs-grad, married, *, *, *, *, 51951
*, *, hs-grad, married, *, *, *, *, 59313
*, *, hs-grad, married, *, *, *, *, 62036
*, *, hs-grad, married, *, *, *, *, 92815
*, *, hs-grad, married, *, *, *, *, 79336
*, *, hs-grad, married, *, *, *, *, 58669
*, *, hs-grad, married, *, *, *, *, 68123
*, *, hs-grad, married, *, *, *, *, 83807
*, *, hs-grad, married, *, *, *, *, 82485
*, *, hs-grad, married, *, *, *, *, 87051
*, *, hs-grad, married, *, *, *, *, 81122
*, *, hs-grad, married, *, *, *, *, 86416
*, *, hs-grad, married, *, *, *, *, 45592
*, *, hs-grad, married, *, *, *, *, 54906
*, *, hs-grad, married, *, *, *, *, 68501
*, *, hs-grad, married, *, *, *, *, 90893
*, *, hs-grad, married, *, *, *, *, 86812
*, *, hs-grad, married, *, *, *, *, 80205
*, *, hs-grad, married, *, *, *, *, 37713
*, *, hs-grad, married, *, *, *, *, 62801
*, *, hs-grad, married, *, *, *, *, 68706
*, *, hs-grad, married, *, *, *, *, 45655
*, *, hs-grad, married, *, *, *, *, 65184
*, *, hs-grad, married, *, *, *, *, 83873
*, *, hs-grad, married, *, *, *, *, 62007
*, *, hs-grad, married, *, *, *, *, 72306
*, *, hs-grad, married, *, *, *, *, 38031
*, *, hs-grad, married, *, *, *, *, 42502
*, *, hs-grad, married, *, *, *, *, 68412
*, *, hs-grad, married, *, *, *, *, 42273
*, *, hs-grad, married, *, *, *, *, 80927
*, *, hs-grad, married, *, *, *, *, 51921
*, *, hs-grad, married, *, *, *, *, 87984
*, *, hs-grad, married, *, *, *, *, 93545
*, *, hs-grad, married, *, *, *, *, 69028
*, *, hs-grad, married, *, *, *, *, 52530
*, *, hs-grad, married, *, *, *, *, 37486
*, *, hs-grad, married, *, *, *, *, 74308
*, *, hs-grad, married, *, *, *, *, 89212
*, *, hs-grad, married, *, *, *, *, 52282
*, *, hs-grad, married, *, *, *, *, 60046
*, *, hs-grad, married, *, *, *, *, 81868
*, *, hs-grad, married, *, *, *, *, 58624
*, *, hs-grad, married, *, *, *, *, 70143
*, *, hs-grad, married, *, *, *, *, 79970
*, *, hs-grad, married, *, *, *, *, 90314
*, *, hs-grad, married, *, *, *, *, 93482
*, *, hs-grad, married, *, *, *, *, 55352
*, *, hs-grad, married, *, *, *, *, 72978
*, *, hs-grad, married, *, *, *, *, 57342
*, *, hs-grad, married, *, *, *, *, 62921
*, *, hs-grad, married, *, *, *, *, 45409
*, *, hs-grad, married, *, *, *, *, 88768
*, *, hs-grad, married, *, *, *, *, 41455
*, *, hs-grad, married, *, *, *, *, 42590
*, *, hs-grad, married, *, *, *, *, 36659
*, *, hs-grad, married, *, *, *, *, 54347
*, *, hs-grad, married, *, *, *, *, 94381
*, *, hs-grad, married, *, *, *, *, 50298
*, *, hs-grad, married, *, *, *, *, 84269
*, *, hs-grad, married, *, *, *, *, 81020
*, *, hs-grad, married, *, *, *, *, 35854
*, *, hs-grad, married, *, *, *, *, 49108
*, *, hs-grad, married, *, *, *, *, 59956
*, *, hs-grad, married, *, *, *, *, 91601
*, *, hs-grad, married, *, *, *, *, 68872
*, *, hs-grad, married, *, *, *, *, 64651
*, *, hs-grad, married, *, *, *, *, 39261
*, *, hs-grad, married, *, *, *, *, 45864
*, *, hs-grad, married, *, *, *, *, 70620
*, *, hs-grad, married, *, *, *, *, 81644
*, *, hs-grad, married, *, *, *, *, 81479
*, *, hs-grad, married, *, *, *, *, 48217
*, *, hs-grad, married, *, *, *, *, 38667
*, *, hs-grad, married, *, *, *, *, 94401
*, *, hs-grad, married, *, *, *, *, 66627
*, *, hs-grad, married, *, *, *, *, 54933
*, *, hs-grad, married, *, *, *, *, 78617
*, *, hs-grad, married, *, *, *, *, 80091
*, *, hs-grad, married, *, *, *, *, 43784
*, *, hs-grad, married, *, *, *, *, 54503
*, *, hs-grad, married, *, *, *, *, 73232
*, *, hs-grad, married, *, *, *, *, 39117
*, *, hs-grad, married, *, *, *, *, 62594
*, *, hs-grad, married, *, *, *, *, 68204
*, *, hs-grad, married, *, *, *, *, 67451
*, *, hs-grad, married, *, *, *, *, 92815
*, *, hs-grad, married, *, *, *, *, 57116
*, *, hs-grad, married, *, *, *, *, 42764
*, *, hs-grad, married, *, *, *, *, 35129
*, *, hs-grad, married, *, *, *, *, 82774
*, *, hs-grad, married, *, *, *, *, 49429
*, *, hs-grad, married, *, *, *, *, 58431
*, *, hs-grad, married, *, *, *, *, 73117
*, *, hs-grad, married, *, *, *, *, 73904
*, *, hs-grad, married, *, *, *, *, 65954
*, *, hs-grad, married, *, *, *, *, 55765
*, *, hs-grad, married, *, *, *, *, 80579
*, *, hs-grad, married, *, *, *, *, 84443
*, *, hs-grad, married, *, *, *, *, 50434
*, *, hs-grad, married, *, *, *, *, 56732
*, *, hs-grad, married, *, *, *, *, 45143
*, *, hs-grad, married, *, *, *, *, 42143
*, *, hs-grad, married, *, *, *, *, 81487
*, *, hs-grad, married, *, *, *, *, 73984
*, *, hs-grad, married, *, *, *, *, 45725
*, *, hs-grad, married, *, *, *, *, 87030
*, *, hs-grad, married, *, *, *, *, 38452
*, *, hs-grad, married, *, *, *, *, 93098
*, *, hs-grad, married, *, *, *, *, 76967
*, *, hs-grad, married, *, *, *, *, 80110
*, *, hs-grad, married, *, *, *, *, 62367
*, *, hs-grad, married, *, *, *, *, 45430
*, *, hs-grad, married, *, *, *, *, 37866
*, *, hs-grad, married, *, *, *, *, 83725
*, *, hs-grad, married, *, *, *, *, 44667
*, *, hs-grad, married, *, *, *, *, 50770
*, *, hs-grad, married, *, *, *, *, 35780
*, *, hs-grad, married, *, *, *, *, 40630
*, *, hs-grad, married, *, *, *, *, 57220
*, *, hs-grad, married, *, *, *, *, 67915
*, *, hs-grad, married, *, *, *, *, 86936
*, *, hs-grad, married, *, *, *, *, 84307
*, *, hs-grad, married, *, *, *, *, 68477
*, *, hs-grad, married, *, *, *, *, 87312
*, *, hs-grad, married, *, *, *, *, 49859
*, *, hs-grad, married, *, *, *, *, 69285
*, *, hs-grad, married, *, *, *, *, 44030
*, *, hs-grad, married, *, *, *, *, 93283
*, *, hs-grad, married, *, *, *, *, 77854
*, *, hs-grad, married, *, *, *, *, 90012
*, *, hs-grad, married, *, *, *, *, 68782
*, *, hs-grad, married, *, *, *, *, 39825
*, *, hs-grad, married, *, *, *, *, 42344
*, *, hs-grad, married, *, *, *, *, 53484
*, *, hs-grad, married, *, *, *, *, 46224
*, *, hs-grad, married, *, *, *, *, 71208
*, *, hs-grad, married, *, *, *, *, 35078
*, *, hs-grad, married, *, *, *, *, 35450
*, *, hs-grad, married, *, *, *, *, 61384
*, *, hs-grad, married, *, *, *, *, 82131
*, *, hs-grad, married, *, *, *, *, 72692
*, *, hs-grad, married, *, *, *, *, 78944
*, *, hs-grad, married, *, *, *, *, 89724
*, *, hs-grad, married, *, *, *, *, 79657
*, *, hs-grad, married, *, *, *, *, 38147
*, *, hs-grad, married, *, *, *, *, 58277
*, *, hs-grad, married, *, *, *, *, 61457
*, *, hs-grad, married, *, *, *, *, 40393
*, *, hs-grad, married, *, *, *, *, 85563
*, *, hs-grad, married, *, *, *, *, 46367
*, *, hs-grad, married, *, *, *, *, 57152
*, *, hs-grad, married, *, *, *, *, 67451
*, *, hs-grad, married, *, *, *, *, 58255
*, *, hs-grad, married, *, *, *, *, 81962
*, *, hs-grad, married, *, *, *, *, 63959
*, *, hs-grad, married, *, *, *, *, 88184
*, *, hs-grad, married, *, *, *, *, 35107
*, *, hs-grad, married, *, *, *, *, 72011
*, *, hs-grad, married, *, *, *, *, 80155
*, *, hs-grad, married, *, *, *, *, 85446
*, *, hs-grad, married, *, *, *, *, 70217
*, *, hs-grad, married, *, *, *, *, 57652
*, *, hs-grad, married, *, *, *, *, 87822
*, *, hs-grad, married, *, *, *, *, 54034
*, *, hs-grad, married, *, *, *, *, 89925
*, *, hs-grad, married, *, *, *, *, 38956
*, *, hs-grad, married, *, *, *, *, 56347
*, *, hs-grad, married, *, *, *, *, 39938
*, *, hs-grad, married, *, *, *, *, 90340
*, *, hs-grad, married, *, *, *, *, 56933
*, *, hs-grad, married, *, *, *, *, 73878
*, *, hs-grad, married, *, *, *, *, 69196
*, *, hs-grad, married, *, *, *, *, 68981
*, *, hs-grad, married, *, *, *, *, 94962
*, *, hs-grad, married, *, *, *, *, 84128
*, *, hs-grad, married, *, *, *, *, 66726
*, *, hs-grad, married, *, *, *, *, 41151
*, *, hs-grad, married, *, *, *, *, 69928
*, *, hs-grad, married, *, *, *, *, 60268
*, *, hs-grad, married, *, *, *, *, 58060
*, *, hs-grad, married, *, *, *, *, 70117
*, *, hs-grad, married, *, *, *, *, 44728
*, *, hs-grad, married, *, *, *, *, 85043
*, *, hs-grad, married, *, *, *, *, 82305
*, *, hs-grad, married, *, *, *, *, 52942
*, *, hs-grad, married, *, *, *, *, 87881
*, *, hs-grad, married, *, *, *, *, 42739
*, *, hs-grad, married, *, *, *, *, 74025
*, *, hs-grad, married, *, *, *, *, 94632
*, *, hs-grad, married, *, *, *, *, 43188
*, *, hs-grad, married, *, *, *, *, 66996
*, *, hs-grad, married, *, *, *, *, 84217
*, *, hs-grad, married, *, *, *, *, 85046
*, *, hs-grad, married, *, *, *, *, 80194
*, *, hs-grad, married, *, *, *, *, 94248
*, *, hs-grad, married, *, *, *, *, 78203
*, *, hs-grad, married, *, *, *, *, 40332
*, *, hs-grad, married, *, *, *, *, 54696
*, *, hs-grad, married, *, *, *, *, 84717
*, *, hs-grad, married, *, *, *, *, 81125
