20 - 26, non-government, pre-primary, married, *, *, male, *, 43685
58 - 61, non-government, pre-primary, married, *, *, male, *, 35299
58 - 61, non-government, pre-primary, married, *, *, male, *, 68940
58 - 61, non-government, pre-primary, married, *, *, male, *, 179764
58 - 61, non-government, pre-primary, married, *, *, male, *, 133489
58 - 61, non-government, pre-primary, married, *, *, male, *, 78732
58 - 61, non-government, pre-primary, married, *, *, male, *, 91611
58 - 61, non-government, pre-primary, married, *, *, male, *, 197015
58 - 61, non-government, pre-primary, married, *, *, male, *, 104196
58 - 61, non-government, pre-primary, married, *, *, male, *, 183845
58 - 61, non-government, pre-primary, married, *, *, male, *, 31763
58 - 61, non-government, pre-primary, married, *, *, male, *, 63374
58 - 61, non-government, pre-primary, married, *, *, male, *, 145727
58 - 61, non-government, pre-primary, married, *, *, male, *, 76922
58 - 61, non-government, pre-primary, married, *, *, male, *, 179438
58 - 61, non-government, pre-primary, married, *, *, male, *, 175394
58 - 61, non-government, pre-primary, married, *, *, male, *, 160028
58 - 61, non-government, pre-primary, married, *, *, male, *, 167905
58 - 61, non-government, pre-primary, married, *, *, male, *, 55603
58 - 61, non-government, pre-primary, married, *, *, male, *, 37006
58 - 61, non-government, pre-primary, married, *, *, male, *, 70401
58 - 61, non-government, pre-primary, married, *, *, male, *, 50961
62 - 81, non-government, pre-primary, married, *, *, male, *, 65329
62 - 81, non-government, pre-primary, married, *, *, male, *, 17017
62 - 81, non-government, pre-primary, married, *, *, male, *, 152728
62 - 81, non-government, pre-primary, married, *, *, male, *, 89318
62 - 81, non-government, pre-primary, married, *, *, male, *, 12698
62 - 81, non-government, pre-primary, married, *, *, male, *, 173344
62 - 81, non-government, pre-primary, married, *, *, male, *, 60184
62 - 81, non-government, pre-primary, married, *, *, male, *, 184312
62 - 81, non-government, pre-primary, married, *, *, male, *, 10135
62 - 81, non-government, pre-primary, married, *, *, male, *, 152197
62 - 81, non-government, pre-primary, married, *, *, male, *, 160497
62 - 81, non-government, pre-primary, married, *, *, male, *, 64201
62 - 81, non-government, pre-primary, married, *, *, male, *, 161943
62 - 81, non-government, pre-primary, married, *, *, male, *, 133924
62 - 81, non-government, pre-primary, married, *, *, male, *, 46709
62 - 81, non-government, pre-primary, married, *, *, male, *, 155950
62 - 81, non-government, pre-primary, married, *, *, male, *, 89740
62 - 81, non-government, pre-primary, married, *, *, male, *, 98656
62 - 81, non-government, pre-primary, married, *, *, male, *, 197066
39 - 46, private, pre-primary, married, *, *, female, *, 176722
39 - 46, private, pre-primary, married, *, *, female, *, 150274
39 - 46, private, pre-primary, married, *, *, female, *, 108151
39 - 46, private, pre-primary, married, *, *, female, *, 93641
39 - 46, private, pre-primary, married, *, *, female, *, 69429
39 - 46, private, pre-primary, married, *, *, female, *, 167130
39 - 46, private, pre-primary, married, *, *, female, *, 171899
39 - 46, private, pre-primary, married, *, *, female, *, 52682
39 - 46, private, pre-primary, married, *, *, female, *, 99359
39 - 46, private, pre-primary, married, *, *, female, *, 85493
39 - 46, private, pre-primary, married, *, *, female, *, 48499
39 - 46, private, pre-primary, married, *, *, female, *, 137665
39 - 46, private, pre-primary, married, *, *, female, *, 193886
39 - 46, private, pre-primary, married, *, *, female, *, 195594
39 - 46, private, pre-primary, married, *, *, female, *, 127330
39 - 46, private, pre-primary, married, *, *, female, *, 37166
47 - 75, private, pre-primary, married, *, *, female, *, 56937
47 - 75, private, pre-primary, married, *, *, female, *, 181854
47 - 75, private, pre-primary, married, *, *, female, *, 94279
47 - 75, private, pre-primary, married, *, *, female, *, 32652
47 - 75, private, pre-primary, married, *, *, female, *, 169474
47 - 75, private, pre-primary, married, *, *, female, *, 51119
47 - 75, private, pre-primary, married, *, *, female, *, 15487
47 - 75, private, pre-primary, married, *, *, female, *, 58019
47 - 75, private, pre-primary, married, *, *, female, *, 64343
47 - 75, private, pre-primary, married, *, *, female, *, 144902
47 - 75, private, pre-primary, married, *, *, female, *, 112640
47 - 75, private, pre-primary, married, *, *, female, *, 134145
47 - 75, private, pre-primary, married, *, *, female, *, 162775
47 - 75, private, pre-primary, married, *, *, female, *, 91322
47 - 75, private, pre-primary, married, *, *, female, *, 186319
47 - 75, private, pre-primary, married, *, *, female, *, 34946
47 - 75, private, pre-primary, married, *, *, female, *, 105652
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 185588
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 130977
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 63610
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 102547
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 97732
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 89982
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 38898
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 62851
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 134605
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 141602
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 170307
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 173130
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 131467
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 27429
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 17201
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 58043
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 136228
38 - 57, non-government, pre-primary, not-married, *, *, male, *, 101315
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 102425
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 126821
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 141420
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 170907
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 185837
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 141734
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 105440
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 10474
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 38816
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 11726
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 89746
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 95316
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 188341
58 - 82, non-government, pre-primary, not-married, *, *, male, *, 175253
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 66544
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 116771
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 118241
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 198068
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 68603
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 147715
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 154492
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 77200
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 159706
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 119591
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 19363
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 87016
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 145860
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 76340
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 48612
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 73172
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 76442
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 21149
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 161662
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 181714
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 125020
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 15183
39 - 55, non-government, pre-primary, not-married, *, *, female, *, 101095
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 134003
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 155173
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 76750
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 121981
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 162109
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 104498
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 121045
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 42762
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 79163
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 39991
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 168019
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 79496
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 163751
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 70794
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 185944
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 53374
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 154549
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 14747
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 118478
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 69348
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 55086
57 - 75, non-government, pre-primary, not-married, *, *, female, *, 131720
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 118995
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 98224
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 79806
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 172844
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 195652
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 63038
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 193839
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 36542
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 107059
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 48835
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 186076
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 129737
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 36455
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 63212
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 80368
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 10482
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 58482
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 92787
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 154744
39 - 64, ?, pre-primary, *, ?, *, *, north-america, 103448
65 - 90, ?, pre-primary, *, ?, *, *, *, 64866
65 - 90, ?, pre-primary, *, ?, *, *, *, 128410
65 - 90, ?, pre-primary, *, ?, *, *, *, 15304
