22 - 35, government, 5th-6th, never-married, manual-labour, white, male, north-america, 18585
51 - 59, government, pre-university, separated, protective-serv, *, male, united-states, 111743
51 - 59, government, pre-university, separated, protective-serv, *, male, united-states, 42749
59, local-gov, hs-grad, separated, protective-serv, black, female, united-states, 118020
59, local-gov, hs-grad, separated, protective-serv, black, female, united-states, 122497
38 - 41, federal-gov, pre-university, married-civ-spouse, other-service, *, male, united-states, 158369
38 - 41, federal-gov, pre-university, married-civ-spouse, other-service, *, male, united-states, 129256
46 - 52, federal-gov, some-college, married-civ-spouse, other-service, white, male, united-states, 64434
46 - 52, federal-gov, some-college, married-civ-spouse, other-service, white, male, united-states, 70515
40, local-gov, hs-grad, married-civ-spouse, other-service, *, male, *, 144991
40, local-gov, hs-grad, married-civ-spouse, other-service, *, male, *, 96873
41 - 43, local-gov, hs-grad, married, other-service, white, male, united-states, 85583
41 - 43, local-gov, hs-grad, married, other-service, white, male, united-states, 25997
41 - 43, local-gov, some-college, married-civ-spouse, other-service, white, male, united-states, 81112
41 - 43, local-gov, some-college, married-civ-spouse, other-service, white, male, united-states, 88685
46 - 47, local-gov, pre-university, married-civ-spouse, other-service, white, male, united-states, 35181
46 - 47, local-gov, pre-university, married-civ-spouse, other-service, white, male, united-states, 60962
46 - 47, local-gov, pre-university, married-civ-spouse, other-service, white, male, united-states, 101628
48 - 50, local-gov, hs-grad, married-civ-spouse, other-service, *, male, united-states, 83263
48 - 50, local-gov, hs-grad, married-civ-spouse, other-service, *, male, united-states, 183573
43 - 45, state-gov, pre-university, married, other-service, *, male, north-america, 38908
43 - 45, state-gov, pre-university, married, other-service, *, male, north-america, 102608
46, state-gov, hs-grad, married-civ-spouse, other-service, *, male, united-states, 138105
46, state-gov, hs-grad, married-civ-spouse, other-service, *, male, united-states, 172688
47, state-gov, pre-university, married-civ-spouse, other-service, white, male, united-states, 41032
47, state-gov, pre-university, married-civ-spouse, other-service, white, male, united-states, 36343
56 - 64, local-gov, pre-university, married-civ-spouse, other-service, asian-pac-islander, male, *, 129434
56 - 64, local-gov, pre-university, married-civ-spouse, other-service, asian-pac-islander, male, *, 82414
56 - 64, local-gov, pre-university, married-civ-spouse, other-service, asian-pac-islander, male, *, 139598
53 - 56, government, pre-university, married, other-service, black, male, united-states, 123857
53 - 56, government, pre-university, married, other-service, black, male, united-states, 63059
53 - 55, local-gov, pre-university, married-civ-spouse, other-service, white, male, united-states, 139012
53 - 55, local-gov, pre-university, married-civ-spouse, other-service, white, male, united-states, 100535
53 - 55, local-gov, pre-university, married-civ-spouse, other-service, white, male, united-states, 185112
56 - 58, local-gov, hs-grad, married-civ-spouse, other-service, white, male, united-states, 58618
56 - 58, local-gov, hs-grad, married-civ-spouse, other-service, white, male, united-states, 59216
60, local-gov, hs-grad, married-civ-spouse, other-service, white, male, united-states, 101388
60, local-gov, hs-grad, married-civ-spouse, other-service, white, male, united-states, 133883
59 - 60, state-gov, hs-grad, married-civ-spouse, other-service, white, male, united-states, 70346
59 - 60, state-gov, hs-grad, married-civ-spouse, other-service, white, male, united-states, 11065
61 - 62, government, hs-grad, married-civ-spouse, other-service, white, male, united-states, 194146
61 - 62, government, hs-grad, married-civ-spouse, other-service, white, male, united-states, 115965
61 - 62, government, hs-grad, married-civ-spouse, other-service, white, male, united-states, 174088
65 - 69, government, pre-university, married-civ-spouse, other-service, white, male, united-states, 132010
65 - 69, government, pre-university, married-civ-spouse, other-service, white, male, united-states, 25842
65 - 69, government, pre-university, married-civ-spouse, other-service, white, male, united-states, 141692
90, government, pre-university, married-civ-spouse, other-service, white, male, north-america, 93826
44 - 46, government, hs-grad, married-civ-spouse, other-service, *, female, north-america, 101404
44 - 46, government, hs-grad, married-civ-spouse, other-service, *, female, north-america, 44291
44 - 46, government, hs-grad, married-civ-spouse, other-service, *, female, north-america, 45561
41 - 42, government, hs-grad, separated, other-service, black, female, *, 134671
41 - 42, government, hs-grad, separated, other-service, black, female, *, 39753
41 - 42, government, hs-grad, separated, other-service, black, female, *, 83036
45, government, hs-grad, separated, other-service, black, female, *, 77887
50 - 52, local-gov, pre-university, married, other-service, black, female, united-states, 152812
50 - 52, local-gov, pre-university, married, other-service, black, female, united-states, 180588
47 - 54, local-gov, hs-grad, married-civ-spouse, other-service, white, female, united-states, 13785
47 - 54, local-gov, hs-grad, married-civ-spouse, other-service, white, female, united-states, 16714
52 - 53, state-gov, hs-grad, married, other-service, *, female, united-states, 97177
52 - 53, state-gov, hs-grad, married, other-service, *, female, united-states, 73690
57 - 58, state-gov, hs-grad, married, other-service, *, female, north-america, 43422
57 - 58, state-gov, hs-grad, married, other-service, *, female, north-america, 141522
39 - 44, government, hs-grad, divorced, skilled, *, male, united-states, 113503
39 - 44, government, hs-grad, divorced, skilled, *, male, united-states, 186676
39 - 44, government, hs-grad, divorced, skilled, *, male, united-states, 66438
39 - 44, government, hs-grad, divorced, skilled, *, male, united-states, 152905
39 - 44, government, hs-grad, divorced, skilled, *, male, united-states, 86420
39 - 44, government, hs-grad, divorced, skilled, *, male, united-states, 27285
41 - 42, local-gov, some-college, divorced, craft-repair, white, male, united-states, 51484
41 - 42, local-gov, some-college, divorced, craft-repair, white, male, united-states, 151232
39 - 42, local-gov, hs-grad, divorced, unskilled, white, male, united-states, 104752
39 - 42, local-gov, hs-grad, divorced, unskilled, white, male, united-states, 176056
44 - 45, government, hs-grad, divorced, transport-moving, white, male, united-states, 70805
44 - 45, government, hs-grad, divorced, transport-moving, white, male, united-states, 71528
40 - 42, government, some-college, divorced, transport-moving, white, male, united-states, 68482
40 - 42, government, some-college, divorced, transport-moving, white, male, united-states, 159268
40 - 42, government, some-college, divorced, transport-moving, white, male, united-states, 161439
43, government, some-college, divorced, unskilled, *, male, central-north-america, 174588
38 - 42, local-gov, pre-university, never-married, craft-repair, *, male, north-america, 191155
38 - 42, local-gov, pre-university, never-married, craft-repair, *, male, north-america, 104809
38 - 42, local-gov, pre-university, never-married, craft-repair, *, male, north-america, 123808
43 - 44, state-gov, hs-grad, never-married, craft-repair, white, male, united-states, 155995
43 - 44, state-gov, hs-grad, never-married, craft-repair, white, male, united-states, 88424
39 - 45, government, pre-university, never-married, transport-moving, black, male, united-states, 148316
39 - 45, government, pre-university, never-married, transport-moving, black, male, united-states, 28384
38 - 43, government, hs-grad, never-married, transport-moving, white, male, united-states, 67487
38 - 43, government, hs-grad, never-married, transport-moving, white, male, united-states, 31505
46 - 53, federal-gov, pre-university, divorced, skilled, *, male, united-states, 170113
46 - 53, federal-gov, pre-university, divorced, skilled, *, male, united-states, 73620
53 - 64, local-gov, pre-university, divorced, craft-repair, *, male, *, 172779
53 - 64, local-gov, pre-university, divorced, craft-repair, *, male, *, 78085
53 - 64, local-gov, pre-university, divorced, craft-repair, *, male, *, 150619
48 - 51, state-gov, hs-grad, divorced, craft-repair, white, male, united-states, 97083
48 - 51, state-gov, hs-grad, divorced, craft-repair, white, male, united-states, 113933
46 - 48, federal-gov, pre-university, divorced, unskilled, white, male, united-states, 30017
46 - 48, federal-gov, pre-university, divorced, unskilled, white, male, united-states, 148378
53, federal-gov, some-college, divorced, unskilled, white, male, united-states, 196151
53, federal-gov, some-college, divorced, unskilled, white, male, united-states, 52739
47 - 51, local-gov, pre-university, divorced, transport-moving, *, male, united-states, 40255
47 - 51, local-gov, pre-university, divorced, transport-moving, *, male, united-states, 166362
62 - 64, local-gov, hs-grad, divorced, transport-moving, white, male, united-states, 127761
62 - 64, local-gov, hs-grad, divorced, transport-moving, white, male, united-states, 192762
59 - 63, government, hs-grad, widowed, manual-labour, *, male, united-states, 17842
59 - 63, government, hs-grad, widowed, manual-labour, *, male, united-states, 16986
59 - 63, government, hs-grad, widowed, manual-labour, *, male, united-states, 153855
46 - 47, government, hs-grad, never-married, manual-labour, black, male, united-states, 90371
46 - 47, government, hs-grad, never-married, manual-labour, black, male, united-states, 128152
46 - 62, local-gov, hs-grad, never-married, craft-repair, white, male, united-states, 151649
46 - 62, local-gov, hs-grad, never-married, craft-repair, white, male, united-states, 86848
46 - 64, government, pre-university, never-married, unskilled, white, male, united-states, 70509
46 - 64, government, pre-university, never-married, unskilled, white, male, united-states, 59716
46 - 64, government, pre-university, never-married, unskilled, white, male, united-states, 197837
38 - 41, government, pre-university, divorced, manual-labour, black, female, united-states, 168268
38 - 41, government, pre-university, divorced, manual-labour, black, female, united-states, 174628
38 - 41, government, pre-university, divorced, manual-labour, black, female, united-states, 63303
39 - 40, local-gov, hs-grad, divorced, craft-repair, white, female, north-america, 176123
39 - 40, local-gov, hs-grad, divorced, craft-repair, white, female, north-america, 166936
38 - 42, local-gov, pre-university, widowed, transport-moving, *, female, united-states, 132584
38 - 42, local-gov, pre-university, widowed, transport-moving, *, female, united-states, 195303
41 - 45, government, hs-grad, never-married, manual-labour, *, female, united-states, 189915
41 - 45, government, hs-grad, never-married, manual-labour, *, female, united-states, 22575
