*, *, pre-primary, *, customer-service, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, <=50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
*, *, hs-grad, *, unskilled, *, *, *, >50K
