17-37.0, *, pre-primary, *, *, *, male, *, <=50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
38.0-90, *, hs-grad, *, *, *, male, *, >50K
